City ->;Kiruna;;;Kiruna;;;Kiruna;;
2013/11/27;4;9;Light Rain;0;8;Partly Cloudy/Windy;n/a;n/a;n/a
2013/11/28;6;9;Clear;-1;2;Mostly Cloudy;n/a;n/a;n/a
2013/11/29;3;6;Mostly Cloudy;-4;0;Fair;n/a;n/a;n/a
2013/11/30;2;6;Cloudy;-4;2;Mostly Cloudy;n/a;n/a;n/a
2013/12/01;4;9;Clear;-2;3;Partly Cloudy;n/a;n/a;n/a
2013/12/02;-3;7;Clear;-2;6;Partly Cloudy;n/a;n/a;n/a
2013/12/03;4;6;Light Rain;0;6;Fair;n/a;n/a;n/a
2013/12/04;4;7;Partly Cloudy;-3;1;Partly Cloudy;n/a;n/a;n/a
2013/12/05;3;6;Mostly Cloudy/Windy;-7;-1;Fair;n/a;n/a;n/a
2013/12/06;1;4;Rain Shower/Windy;-8;-5;Mostly Cloudy;n/a;n/a;n/a
2013/12/07;-4;2;Partly Cloudy/Windy;-12;-7;Fair;n/a;n/a;n/a
2013/12/08;-7;8;Cloudy;-12;-8;Mostly Cloudy;n/a;n/a;n/a
2013/12/09;3;7;Mostly Cloudy;-9;-4;Cloudy;n/a;n/a;n/a
2013/12/10;6;8;Cloudy;-4;4;Fair;n/a;n/a;n/a
2013/12/11;5;7;Light Rain;1;10;Mostly Cloudy;n/a;n/a;n/a
2013/12/12;2;6;Mostly Cloudy;2;8;Partly Cloudy;n/a;n/a;n/a
2013/12/13;3;7;Light Rain;-6;2;Fair;n/a;n/a;n/a
2013/12/14;3;6;Cloudy;-4;-2;Light Snow;n/a;n/a;n/a
2013/12/15;3;8;Light Rain;-5;2;n/a;n/a;n/a;n/a
2013/12/16;5;9;Cloudy;1;6;Partly Cloudy;n/a;n/a;n/a
2013/12/17;0;8;Clear;-1;2;Fair;n/a;n/a;n/a
2013/12/18;-1;6;Mostly Cloudy;-2;1;Fair;n/a;n/a;n/a
2013/12/19;4;7;Light Rain/Fog;0;1;Cloudy;n/a;n/a;n/a
2013/12/20;2;6;Light Rain;-6;1;Fair;n/a;n/a;n/a
2013/12/21;5;6;Mostly Cloudy;-9;3;Partly Cloudy;n/a;n/a;n/a
2013/12/22;5;7;Mostly Cloudy;-1;3;Light Snow;n/a;n/a;n/a
2013/12/23;3;6;Mostly Cloudy;-4;1;Fair;n/a;n/a;n/a
2013/12/24;6;10;Light Rain;-4;6;Cloudy;n/a;n/a;n/a
2013/12/25;4;9;Cloudy;2;5;Fair;n/a;n/a;n/a
2013/12/26;-2;6;Clear;0;5;Fair;n/a;n/a;n/a
2013/12/27;4;6;Light Rain;0;1;Fair;n/a;n/a;n/a
2013/12/28;3;7;Clear;1;5;Mostly Cloudy;n/a;n/a;n/a
2013/12/29;3;6;Mostly Cloudy;1;4;Fair;n/a;n/a;n/a
2013/12/30;3;6;Mostly Cloudy;-2;2;Fair;n/a;n/a;n/a
2013/12/31;2;6;Sunny;-1;3;Mostly Cloudy;n/a;n/a;n/a
2014/01/01;2;4;Mostly Cloudy;-1;3;Mostly Cloudy;n/a;n/a;n/a
2014/01/02;2;5;Fog;0;1;Cloudy;-6;0;Light Snow
2014/01/03;4;7;Rain Shower;0;1;Cloudy;-1;0;Mostly Cloudy
2014/01/04;4;7;Sunny;1;2;Partly Cloudy;-2;-1;Cloudy
2014/01/05;5;5;Fair;-4;1;Fair;-1;-1;Mostly Cloudy
2014/01/06;6;7;Mostly Cloudy;1;1;Light Snow;-6;-5;Fog
2014/01/07;7;8;Mostly Cloudy;3;4;Cloudy;-4;-3;Light Snow
2014/01/08;7;8;Mostly Cloudy;-6;4;n/a;-7;-3;Light Snow
2014/01/09;4;8;Cloudy;-7;-3;Light Snow;-18;-8;Light Snow
2014/01/10;4;7;Cloudy;-15;-7;Light Snow;-19;-15;Cloudy
2014/01/11;4;6;Partly Cloudy;-15;-14;Light Snow;-24;-16;Fair
2014/01/12;3;5;n/a;-18;-16;Light Snow;-21;-14;Mostly Cloudy
2014/01/13;-1;2;Light Snow;-18;-16;Light Snow;-21;-14;Mostly Cloudy
2014/01/14;1;4;Light Rain;-17;-13;Light Snow;-27;-17;Fair
2014/01/15;1;3;Mostly Cloudy;-17;-12;Light Snow;-23;-11;Fog
2014/01/16;0;2;Light Snow;-14;-10;Mostly Cloudy;-28;-21;Fair
2014/01/17;0;2;Light Snow/Windy;-16;-11;Light Snow;-29;-20;Fair
2014/01/18;1;2;Cloudy;-17;-11;Light Snow;-28;-22;Fair
2014/01/19;0;2;Cloudy;-14;-8;Clear;-24;-17;Fair
2014/01/20;-1;1;Partly Cloudy;-11;-9;Fair;-25;-18;Fair
2014/01/21;-1;1;Cloudy/Windy;-13;-10;Light Snow;-22;-14;Mostly Cloudy
2014/01/22;-4;-2;Mostly Cloudy;-13;-12;Fair;-30;-28;n/a
2014/01/23;-4;-2;Mostly Cloudy;-13;-12;Fair;-30;-28;n/a
2014/01/24;-6;-2;Mostly Cloudy;-14;-12;Fair;-30;-25;Fair
2014/01/25;-7;-3;Mostly Cloudy;-12;-7;n/a;-35;-28;Fair
2014/01/26;-8;-3;Light Snow;-11;-8;Fair;-29;-18;Mostly Cloudy
2014/01/27;-7;-2;Cloudy;-9;-6;Light Snow;-27;-12;Light Snow
2014/01/28;-3;0;Snow Shower;-8;-4;Mostly Cloudy;-18;-13;Light Snow
2014/01/29;-6;-3;Light Snow;-7;-4;Cloudy;-17;-11;Fair
2014/01/30;-5;-2;Mostly Cloudy;-8;-5;Light Snow;-16;-13;Fair
2014/01/31;-3;-1;Light Snow;-7;-4;Light Snow;-15;-10;Light Snow
2014/02/01;-1;3;Sunny;-8;-4;Partly Cloudy;-23;-15;Light Snow
2014/02/02;1;4;Sunny;-3;2;Partly Cloudy;-21;-5;Cloudy
2014/02/03;-2;2;Cloudy;-2;4;Fair;-4;-1;Fair
2014/02/04;-2;3;Partly Cloudy;-6;0;Mostly Cloudy;-7;3;Fair
2014/02/05;-2;4;Fair;-2;-1;Mostly Cloudy;-11;-4;Cloudy
2014/02/06;0;5;Mostly Cloudy;-3;-2;Cloudy;-5;-4;Cloudy
2014/02/07;3;7;Cloudy;-3;0;Mostly Cloudy;-6;-5;Cloudy
2014/02/08;3;6;Partly Cloudy;-4;1;Fog;-7;-3;Cloudy
2014/02/09;4;7;Partly Cloudy;-5;1;Light Snow;-3;-1;Light Snow
2014/02/10;2;7;Partly Cloudy;1;3;Partly Cloudy;-1;0;Cloudy
2014/02/11;1;3;Cloudy;-2;2;Fair;-2;0;Cloudy
2014/02/12;1;6;Mostly Cloudy;-3;0;Light Snow;-3;-2;Cloudy
2014/02/13;1;7;Sunny;-5;0;Light Snow;-4;-3;Cloudy
2014/02/14;2;6;Partly Cloudy;-1;2;Mostly Cloudy;-4;-1;Light Snow
2014/02/15;3;9;Sunny;-1;1;Light Snow/Windy;-3;-1;Cloudy
2014/02/16;3;8;Cloudy;0;2;Cloudy;-4;-2;Light Snow
2014/02/17;2;9;Cloudy;-1;2;Mostly Cloudy;-2;-1;Snow Grains
2014/02/18;0;8;Light Rain;-2;1;Mostly Cloudy;-4;-2;Light Snow
2014/02/19;3;6;Light Rain;-4;-1;Mostly Cloudy;-8;-3;Light Snow
2014/02/20;4;7;Mostly Cloudy;-5;-2;Mostly Cloudy;-18;-8;Light Snow
2014/02/21;2;8;Mostly Cloudy;-6;0;Light Snow;-19;-9;Light Snow
2014/02/22;2;7;Cloudy;-3;2;Partly Cloudy;-10;-4;Cloudy
2014/02/23;3;9;Partly Cloudy;1;5;Fair;-6;0;Partly Cloudy
2014/02/24;2;10;Sunny;5;8;Mostly Cloudy;0;6;Fair
2014/02/25;2;8;Sunny;1;5;Mostly Cloudy;-4;5;Fair
2014/02/26;2;9;Sunny;-1;1;Cloudy;-10;-1;Cloudy
2014/02/27;2;9;Cloudy;0;3;Mostly Cloudy;-2;-1;Cloudy
2014/02/28;3;7;Cloudy;-2;2;Light Snow;-5;-1;Fair
2014/03/01;2;7;Cloudy;-1;1;Cloudy;-4;0;Light Freezing Rain
2014/03/02;2;4;Cloudy;-2;0;Cloudy;-3;-2;Partly Cloudy
2014/03/03;0;6;Cloudy;-3;1;Fair;-5;-3;Cloudy
2014/03/04;2;7;Mostly Cloudy;-1;2;Fair;-11;-3;Cloudy
2014/03/05;0;7;Cloudy;1;3;Partly Cloudy;-3;1;Cloudy
2014/03/06;1;6;Cloudy;2;6;Fair;-1;1;Partly Cloudy/Windy
2014/03/07;2;9;Sunny;0;6;Mostly Cloudy;-3;2;Fair
2014/03/08;1;10;Fair;0;3;Partly Cloudy;-1;2;Partly Cloudy
2014/03/09;2;13;Sunny;1;9;Fair;-2;3;Fair
2014/03/10;3;16;Sunny;2;6;Mostly Cloudy;0;3;Fair
2014/03/11;-1;12;Sunny;1;5;Partly Cloudy;-1;5;Fair
2014/03/12;-2;13;Sunny;4;6;Mostly Cloudy;-4;4;Fair
2014/03/13;-1;13;Sunny;2;8;Fair;-3;4;Cloudy
2014/03/14;3;11;Sunny;-1;3;Mostly Cloudy;-3;1;Fair/Windy
2014/03/15;6;10;Partly Cloudy/Windy;-6;0;Partly Cloudy;-10;-4;Mostly Cloudy
2014/03/16;6;8;Mostly Cloudy;-8;-2;Mostly Cloudy;-22;-6;Fair
2014/03/17;7;10;Partly Cloudy/Windy;-5;-1;Snow;-22;-8;Fair
2014/03/18;7;11;Partly Cloudy;-12;-2;Showers in the Vicinity;-24;-9;Fair
2014/03/19;7;8;Cloudy;-7;-7;Light Snow;-21;-17;Fair
2014/03/20;6;14;Sunny;-8;5;Partly Cloudy;-23;-9;Fair
2014/03/21;4;12;Light Rain;0;6;Fair;-11;-7;Light Snow
2014/03/22;2;9;Cloudy;0;6;Fair;-10;-1;Partly Cloudy
2014/03/23;3;11;Cloudy;0;4;Fair;-13;-2;Light Snow
2014/03/24;-1;11;Partly Cloudy;-3;4;Partly Cloudy;-9;0;Fair
2014/03/25;-1;9;Light Rain;-5;4;Fair;-10;0;Fair
2014/03/26;-1;7;Partly Cloudy;-5;5;Fair;-8;4;Fair
2014/03/27;-2;6;Mostly Cloudy;-5;8;Fair;0;3;n/a
2014/03/28;4;15;Sunny;-3;11;Fair;-4;4;Fair
2014/03/29;1;15;Sunny;1;8;Partly Cloudy;-5;2;Cloudy
2014/03/30;-1;15;Sunny;-2;4;Mostly Cloudy;-5;-2;Fair
2014/03/31;-1;14;Sunny;-4;4;Partly Cloudy;-10;-3;Mostly Cloudy
2014/04/01;1;10;Partly Cloudy;-5;3;Fair;-9;-1;Partly Cloudy
2014/04/02;1;10;Rain Shower;-6;2;Mostly Cloudy;-5;0;Fair
2014/04/03;1;13;Sunny;-3;3;Fair;-8;-2;Fair
2014/04/04;-1;8;Partly Cloudy;-5;7;Fair;-7;2;Fair
2014/04/05;2;9;Partly Cloudy;-4;7;Fair;-6;2;Partly Cloudy
2014/04/06;6;12;Cloudy;-1;8;Fair;-12;-1;Partly Cloudy
2014/04/07;9;14;Mostly Cloudy;0;3;Snow Grains;-15;-1;Fair
2014/04/08;7;15;Mostly Cloudy/Windy;0;1;Cloudy;-11;-3;Cloudy
2014/04/09;6;9;Light Rain;-2;5;Fair;-5;0;Fair
2014/04/10;4;12;Partly Cloudy;-1;4;Cloudy;-6;1;Fair
2014/04/11;3;11;Cloudy;0;9;Partly Cloudy;-3;5;Fair
2014/04/12;1;14;Mostly Cloudy;0;6;Light Rain;-1;2;Partly Cloudy
2014/04/13;7;12;Partly Cloudy;2;7;Light Drizzle;-3;4;Fair
2014/04/14;6;10;Cloudy;1;7;Partly Cloudy;-3;4;Partly Cloudy
2014/04/15;3;12;Light Rain;-1;5;Snow Shower/Windy;-5;0;Fair
2014/04/16;-2;14;Sunny;0;7;Fair;-10;3;Partly Cloudy
2014/04/17;2;14;Sunny;2;7;Mostly Cloudy;-1;6;Partly Cloudy
2014/04/18;3;14;Light Rain;1;7;n/a;-3;2;Fair
2014/04/19;1;19;Sunny;0;11;Mostly Cloudy;0;7;n/a
2014/04/20;7;21;Sunny;4;12;Fair;-1;4;Fair
2014/04/21;11;19;Mostly Cloudy;4;14;Fair;1;6;Fair
2014/04/22;9;21;Sunny;0;9;Fair;-4;1;Fair
2014/04/23;8;15;Clear;-2;9;n/a;-4;3;n/a
2014/04/24;6;12;Light Rain;1;13;n/a;-5;8;n/a
2014/04/25;4;21;Clear;2;15;n/a;n/a;n/a;n/a
2014/04/26;4;22;Clear;3;15;n/a;n/a;n/a;n/a
2014/04/27;4;21;Clear;3;16;n/a;n/a;n/a;n/a
2014/04/28;2;22;Clear;3;10;n/a;n/a;n/a;n/a
2014/04/29;2;22;Clear;0;7;Partly Cloudy;n/a;n/a;n/a
2014/04/30;7;19;Clear;-1;2;n/a;n/a;n/a;n/a
2014/05/01;6;16;Clear;-2;5;Partly Cloudy;n/a;n/a;n/a
2014/05/02;3;14;Partly Cloudy;-1;6;Mostly Cloudy;n/a;n/a;n/a
2014/05/03;4;16;Clear;-1;6;n/a;n/a;n/a;n/a
2014/05/04;6;16;Partly Cloudy;-1;5;Partly Cloudy;n/a;n/a;n/a
2014/05/05;1;17;Clear;-3;7;n/a;n/a;n/a;n/a
2014/05/06;8;14;Showers in the Vicinity;0;5;Partly Cloudy;n/a;n/a;n/a
2014/05/07;8;17;Partly Cloudy;-1;4;Snow Grains;n/a;n/a;n/a
2014/05/08;9;16;Clear;-1;9;Light Snow;n/a;n/a;n/a
2014/05/09;9;17;Light Rain;1;4;Partly Cloudy;n/a;n/a;n/a
2014/05/10;9;16;Mostly Cloudy;2;8;Cloudy;n/a;n/a;n/a
2014/05/11;10;16;Light Rain;3;9;Partly Cloudy;n/a;n/a;n/a
2014/05/12;9;15;Light Rain;5;12;Cloudy;n/a;n/a;n/a
2014/05/13;9;14;Mostly Cloudy;2;10;n/a;n/a;n/a;n/a
2014/05/14;8;16;Mostly Cloudy;1;7;Cloudy;n/a;n/a;n/a
2014/05/15;6;19;Fog;1;10;n/a;n/a;n/a;n/a
2014/05/16;7;22;Clear;7;16;n/a;n/a;n/a;n/a
2014/05/17;7;22;Clear;7;16;n/a;n/a;n/a;n/a
2014/05/18;9;17;Clear;4;22;Partly Cloudy;n/a;n/a;n/a
2014/05/19;10;21;Fog;12;20;Mostly Cloudy;n/a;n/a;n/a
2014/05/20;8;24;Fog;11;17;Rain;n/a;n/a;n/a
2014/05/21;8;25;Clear;10;22;Cloudy;n/a;n/a;n/a
2014/05/22;14;28;Clear;14;23;Partly Cloudy;n/a;n/a;n/a
2014/05/23;16;28;Clear;13;25;n/a;n/a;n/a;n/a
2014/05/24;12;21;Light Rain;12;15;Fog;n/a;n/a;n/a
2014/05/25;12;23;Fair;6;12;Cloudy;n/a;n/a;n/a
2014/05/26;9;22;Clear;5;7;Rain;n/a;n/a;n/a
2014/05/27;8;15;Partly Cloudy;8;12;Fair;n/a;n/a;n/a
2014/05/28;4;15;Mostly Cloudy;3;14;n/a;n/a;n/a;n/a
2014/05/29;3;17;Clear;6;18;n/a;n/a;n/a;n/a
2014/05/30;11;22;Clear;8;17;n/a;n/a;n/a;n/a
2014/05/31;9;18;Mostly Cloudy;6;11;Partly Cloudy;n/a;n/a;n/a
2014/06/01;9;20;Partly Cloudy;6;17;Cloudy;n/a;n/a;n/a
2014/06/02;7;23;Clear;10;22;n/a;n/a;n/a;n/a
2014/06/03;10;17;Clear;10;20;n/a;n/a;n/a;n/a
2014/06/04;11;17;Light Rain;9;16;Partly Cloudy;n/a;n/a;n/a
2014/06/05;11;21;Cloudy;12;22;Partly Cloudy;n/a;n/a;n/a
2014/06/06;10;19;Clear;13;20;Mostly Cloudy;n/a;n/a;n/a
2014/06/07;9;21;Clear;12;19;n/a;n/a;n/a;n/a
2014/06/08;9;19;Clear;11;20;Partly Cloudy;n/a;n/a;n/a
2014/06/09;11;24;Clear;11;16;n/a;n/a;n/a;n/a
2014/06/10;11;29;Clear;10;21;Partly Cloudy;n/a;n/a;n/a
2014/06/11;14;23;Fair;11;21;n/a;n/a;n/a;n/a
2014/06/12;13;23;Clear;10;17;Partly Cloudy;n/a;n/a;n/a
2014/06/13;14;21;Partly Cloudy;6;12;Mostly Cloudy;n/a;n/a;n/a
2014/06/14;10;22;Clear;5;17;n/a;n/a;n/a;n/a
2014/06/15;7;25;Clear;8;12;n/a;n/a;n/a;n/a
2014/06/16;10;23;Clear;5;10;Cloudy;n/a;n/a;n/a
2014/06/17;8;24;Clear;6;10;Partly Cloudy;n/a;n/a;n/a
2014/06/18;12;24;Clear;8;12;Partly Cloudy;n/a;n/a;n/a
2014/06/19;12;17;Clear;5;11;Light Drizzle;n/a;n/a;n/a
2014/06/20;12;19;Fair;4;8;n/a;n/a;n/a;n/a
2014/06/21;11;16;Fair;2;7;n/a;n/a;n/a;n/a
2014/06/22;8;17;Rain Shower;3;10;Light Rain;n/a;n/a;n/a
2014/06/23;12;18;Mostly Cloudy;6;15;Partly Cloudy;n/a;n/a;n/a
2014/06/24;9;21;Partly Cloudy;6;14;n/a;n/a;n/a;n/a
2014/06/25;7;21;Clear;7;13;Mostly Cloudy;n/a;n/a;n/a
2014/06/26;7;20;Clear;6;10;Cloudy;n/a;n/a;n/a
2014/06/27;8;21;Clear;6;10;Cloudy;n/a;n/a;n/a
2014/06/28;13;21;Light Rain;7;14;Partly Cloudy;n/a;n/a;n/a
2014/06/29;13;19;Partly Cloudy;7;12;Mostly Cloudy;n/a;n/a;n/a
2014/06/30;13;23;Clear;9;15;Cloudy;n/a;n/a;n/a
2014/07/01;12;23;Clear;8;18;n/a;n/a;n/a;n/a
2014/07/02;11;19;Clear;9;19;Partly Cloudy;n/a;n/a;n/a
2014/07/03;13;20;Partly Cloudy;9;17;n/a;n/a;n/a;n/a
2014/07/04;15;27;Partly Cloudy;8;20;n/a;n/a;n/a;n/a
2014/07/05;14;27;Clear;14;24;n/a;n/a;n/a;n/a
2014/07/06;16;27;Light Rain;14;23;n/a;n/a;n/a;n/a
2014/07/07;18;27;Clear;11;24;n/a;n/a;n/a;n/a
2014/07/08;17;29;Cloudy;16;25;Mostly Cloudy;n/a;n/a;n/a
2014/07/09;18;29;Light Rain;16;27;n/a;n/a;n/a;n/a
2014/07/10;17;29;Clear;18;27;n/a;n/a;n/a;n/a
2014/07/11;13;26;Clear;16;24;n/a;n/a;n/a;n/a
2014/07/12;12;22;Clear;16;24;n/a;n/a;n/a;n/a
2014/07/13;13;21;Showers in the Vicinity;13;23;n/a;n/a;n/a;n/a
2014/07/14;14;20;Partly Cloudy;15;20;Mostly Cloudy;n/a;n/a;n/a
2014/07/15;17;25;Cloudy;15;17;Partly Cloudy;n/a;n/a;n/a
2014/07/16;14;22;Fair;12;16;Partly Cloudy;n/a;n/a;n/a
2014/07/17;12;23;Clear;11;21;Partly Cloudy;n/a;n/a;n/a
2014/07/18;13;26;Clear;13;19;Partly Cloudy;12;21;Mostly Cloudy
2014/07/19;12;28;Clear;12;22;Partly Cloudy;14;22;Cloudy
2014/07/20;13;27;Clear;13;24;n/a;12;24;n/a
2014/07/21;15;28;Clear;16;25;n/a;14;26;n/a
2014/07/22;13;31;Clear;17;28;n/a;14;26;n/a
2014/07/23;14;30;Clear;18;27;n/a;12;25;n/a
2014/07/24;13;31;Clear;17;27;n/a;13;24;Partly Cloudy
2014/07/25;13;31;Clear;18;26;n/a;11;27;n/a
2014/07/26;18;31;Clear;16;28;Mostly Cloudy;14;21;n/a
2014/07/27;16;32;Partly Cloudy;16;28;Partly Cloudy;13;21;Partly Cloudy
2014/07/28;16;32;Clear;16;23;n/a;11;22;n/a
2014/07/29;18;31;Clear;14;23;Mostly Cloudy;10;15;Mostly Cloudy
2014/07/30;16;23;Clear;14;25;Light Rain;9;14;Partly Cloudy
2014/07/31;16;25;Clear;13;21;Cloudy;13;20;Light Rain
2014/08/01;16;27;Clear;12;18;Mostly Cloudy;9;18;n/a
2014/08/02;16;27;Clear;10;22;n/a;7;19;n/a
2014/08/03;19;30;Mostly Cloudy;15;23;n/a;9;24;n/a
2014/08/04;17;22;Light Rain;17;29;Partly Cloudy;15;25;n/a
2014/08/05;14;23;Clear;16;21;Cloudy;12;25;n/a
2014/08/06;13;24;Clear;15;22;Cloudy;12;26;n/a
2014/08/07;11;28;Clear;14;22;Light Rain;12;25;n/a
2014/08/08;16;27;Rain;13;22;n/a;8;19;n/a
2014/08/09;15;25;Clear;14;23;Cloudy;6;16;Partly Cloudy
2014/08/10;11;25;Clear;14;21;Partly Cloudy;9;12;Mostly Cloudy
2014/08/11;18;24;Light Rain;13;20;Cloudy;9;17;Mostly Cloudy
2014/08/12;13;22;Fair;11;18;Mostly Cloudy;10;14;Mostly Cloudy
2014/08/13;12;24;Clear;11;18;n/a;8;19;Fair
2014/08/14;12;25;Mostly Cloudy;10;18;Partly Cloudy;5;17;Partly Cloudy
2014/08/15;13;24;Showers in the Vicinity;10;16;Fair;4;13;Partly Cloudy
2014/08/16;15;19;Partly Cloudy;7;14;Mostly Cloudy;3;11;Partly Cloudy
2014/08/17;12;16;Cloudy;8;13;Light Drizzle;6;11;Mostly Cloudy
2014/08/18;12;18;Light Rain;9;13;Mostly Cloudy;6;12;Partly Cloudy
2014/08/19;13;20;Mostly Cloudy/Windy;8;15;Partly Cloudy;8;12;Light Rain
2014/08/20;13;20;Showers in the Vicinity;10;14;Mostly Cloudy;7;11;Mostly Cloudy
2014/08/21;12;18;Partly Cloudy;10;14;Mostly Cloudy;6;10;Mostly Cloudy
2014/08/22;12;20;Mostly Cloudy/Windy;10;15;Mostly Cloudy;4;10;Mostly Cloudy
2014/08/23;12;19;Partly Cloudy;9;14;Fair;5;13;Mostly Cloudy
2014/08/24;11;18;Showers in the Vicinity;10;12;Rain;2;14;Partly Cloudy
2014/08/25;12;19;Showers in the Vicinity;9;13;Partly Cloudy;2;14;Mostly Cloudy
2014/08/26;9;21;Light Rain;7;16;Fair;8;14;Fair
2014/08/27;10;21;Sunny;9;15;Partly Cloudy;6;14;Mostly Cloudy
2014/08/28;9;21;Sunny;7;16;Fair;8;12;Light Rain
2014/08/29;6;21;Fair;9;15;Fair;6;15;Fair
2014/08/30;13;19;Partly Cloudy;7;15;Partly Cloudy;3;17;n/a
2014/08/31;13;18;Light Rain;8;13;Partly Cloudy;4;18;Fair
2014/09/01;11;22;Partly Cloudy;7;16;Mostly Cloudy;4;16;Fair
2014/09/02;9;23;Showers in the Vicinity;8;16;Fair;7;17;Fair
2014/09/03;7;23;Fair;11;19;Fair;10;14;Fair
2014/09/04;8;22;Partly Cloudy;10;18;Fair;8;15;Fair
2014/09/05;11;23;Sunny;10;18;Fair;4;11;Mostly Cloudy
2014/09/06;12;24;Sunny;9;18;Partly Cloudy;4;15;Partly Cloudy
2014/09/07;12;24;Partly Cloudy;10;16;Fair;2;16;Fair
2014/09/08;14;21;Partly Cloudy;10;16;Partly Cloudy;2;11;Cloudy
2014/09/09;13;20;Showers in the Vicinity;11;13;n/a;8;16;Fair
2014/09/10;11;19;Rain Shower;10;15;Fair;3;14;Haze
2014/09/11;11;22;Cloudy;7;17;Fair;10;16;Mostly Cloudy
2014/09/12;8;21;Partly Cloudy;8;15;Partly Cloudy;1;13;Partly Cloudy
2014/09/13;9;18;Cloudy;3;18;Fair;1;14;Mostly Cloudy
2014/09/14;14;19;Mostly Cloudy;11;16;Fair;4;11;Fair
2014/09/15;13;22;Partly Cloudy;9;19;Fair;2;16;Fair
2014/09/16;12;22;Sunny;7;16;Sunny;-1;16;Fair
2014/09/17;11;22;Sunny;7;11;Fog;2;14;Fair
2014/09/18;12;23;Sunny;7;11;Fog;1;7;Partly Cloudy
2014/09/19;12;24;Fair;7;15;Fair;5;7;Cloudy
2014/09/20;9;21;Mostly Cloudy;6;17;Fair;6;12;Cloudy
2014/09/21;12;18;Cloudy;6;11;Partly Cloudy;0;6;Mostly Cloudy
2014/09/22;8;14;Mostly Cloudy/Windy;2;7;Fair;-5;3;Partly Cloudy
2014/09/23;4;15;Sunny;-2;5;Fair;-7;2;Mostly Cloudy
2014/09/24;12;17;Mostly Cloudy;-2;4;Cloudy;-2;1;Light Snow
2014/09/25;11;17;Showers in the Vicinity;4;9;Mostly Cloudy;0;6;Fair
2014/09/26;13;18;Fair;7;12;Mostly Cloudy;-2;6;Cloudy
2014/09/27;11;18;Partly Cloudy;7;11;Partly Cloudy/Windy;2;7;n/a
2014/09/28;11;19;Mostly Cloudy;8;15;Rain;1;7;Fair
2014/09/29;9;21;Sunny;6;10;Partly Cloudy/Windy;2;8;Mostly Cloudy
2014/09/30;11;14;Light Rain;4;10;Fair;2;6;Fair
